"","posted_date","candidate","message","observation","likes","comments","shares","type","language","media"
"130",2020-10-26,"biden","The rushed and unprecedented confirmation of Amy Coney Barrett as Associate Justice to the Supreme Court, in the middle of an ongoing election, should be a stark reminder to every American that your vote matters.
Just a few days after Election Day next week, the Supreme Court will hear the case on the Affordable Care Act. While panicked and erratic in mishandling the pandemic, Donald Trump has been crystal clear on one thing — for the past four years, and again just last night on 60 Minutes — he wants to tear down the Affordable Care Act in its entirety and take away your health care and protections for pre-existing conditions.
This goal — the goal of the Republican Party for ten years — was a litmus test in selecting this nominee, regardless of the damage done to the U.S. Senate, to Americans’ faith in the legitimacy of the Supreme Court, and to our democracy, and regardless of how the Affordable Care Act has protected hundreds of millions of people before and during the pandemic.
But we will not give up. If you want to protect your health care, if you want your voice to be heard in Washington, if you want to say no, this abuse of power doesn’t represent you — then turn out and vote.
Vote for a president, for Members of Congress, and candidates up and down the ticket who actually have a plan for health care, and who will build on the Affordable Care Act to expand coverage, bring down costs, and give you more choices.
Vote to protect the fundamental idea that health care is a right, not a privilege.
And vote for the legacy of the late Justice Ruth Bader Ginsburg. She was proof that courage, conviction, and moral clarity can change not just the law, but also the world. Let us continue to be voices for justice in her name.
Vote.
","no pictures, just post",108808,22000,14645,"post","en",NA
"131",2020-10-27,"biden","In-person early voting has kicked off in Wisconsin, Jill and I want to remind everyone to make a plan to vote and, if you can, vote early. You can be one of the first to move our country forward.
This election is bigger than any one candidate. The future of our economy, our health care, our climate, our commitment to racial justice, our democracy, and so much more is on the ballot. Together, we can beat President Trump and restore the soul of our nation.
Wisconsinites, visit www.iwillvote.com/WI for more information about how to cast your ballot.","infographic with voting data comparing 2016 and 2020 early vote in WI",3555,1600,498,"video","en",NA
"132",2020-10-27,"biden","“This is a slap in the face to working-class people.”","campaign ad",17493,4500,5354,"video","en",NA
"133",2020-10-27,"biden","Make no mistake: America has been knocked down. The unemployment rate is higher than it was in the Great Recession. Millions have lost jobs, hours, pay, health care, or the small business they started.
As president, I’ll create millions of good-paying jobs and to give America’s working families the tools, choices, and freedom they need to build back better.","video narrated by Elizabeth Warren",7010,2400,689,"video","en",NA
"134",2020-10-27,"biden","Asian Americans have a deep and rich history in America, and they are essential to the fabric of this nation. Our campaign is about building a coalition where everyone belongs, and as president, I will build a government that once again champions our nation’s diversity. That starts with celebrating and uplifting the voices, cultures, and contributions of the Asian American and Pacific Islander community.","video documenting Asian American contributions",6731,2000,735,"video","en",NA
"135",2020-10-27,"biden","Aarya, thank you for helping me get out the vote! 
She’s right, folks. There’s no time to waste.
Head to iwillvote.com","Deaf girl making the case for voting",6302,1500,762,"video","en",NA
"136",2020-10-27,"biden","Thank you, Louise. She’s right folks. This is the battle for the soul of the nation, and it’s a battle we must win.","Woman putting a pro-Biden sign in her frontyard",43798,4500,3337,"video","en",NA
"137",2020-10-27,"biden","Folks, you’ve heard me say this before, and I really do believe it — this campaign is about Scranton vs. Park Ave. 
New posters available in our merch store: https://joe.link/2HEvxXE","new merchandise",54108,11000,2151,"photo","en",NA
"138",2020-10-27,"biden","En una semana le ganaremos a Donald Trump.","no pictures, just post",95825,11000,2368,"post","es",NA
"139",2020-10-27,"biden","Folks, this is it. One week from now the American people will decide what the future of this country looks like. Make your voice heard. iwillvote.com","Biden and Jill Biden in photo",108710,11000,5095,"photo","en",NA
"140",2020-10-27,"biden","With just one week until Election Day, Barack Obama is in Orlando, Florida, encouraging folks to vote early. Tune in.","vidoe of Obama's event",19078,12000,3208,"video","en",NA
"141",2020-10-27,"biden","This is our opportunity to leave the dark, angry politics of the past four years behind us.
It's time to come together and unite the country.
It all begins with your vote: iwillvote.com","campaign ad",29156,6000,3623,"video","en",NA
"142",2020-10-27,"biden","Listen to my friend, Barack Obama, on what’s at stake in this election.","clips of Obama event in Philadelphia",19159,3100,2659,"video","en",NA
"143",2020-10-27,"biden","Americans have always come together to triumph and overcome, and we must again now. With one week left until Election Day, I'm delivering remarks in Warm Springs, Georgia, on how we can unite to address the crises facing our nation. Tune in.","video of biden event",14512,11000,3294,"video","en",NA
"144",2020-10-27,"biden","Folks, we’re exactly one week away from Election Day. We can’t have regrets after November 3rd. Can we count on you to donate $7 to help us reach every voter now until Election Day?","fundraising request with photo of Biden and Harris",6455,2300,287,NA,"en",NA
"145",2020-10-27,"biden","You heard Barack Obama. Go vote! iwillvote.com","obama in an event",131984,11000,7737,"photo","en",NA
"146",2020-10-27,"biden","Escoger la fe y esperanza sobre el miedo y la mentira siempre nos llevará por un camino justo.","campaign ad in english",15861,2500,935,"video","es",NA
"147",2020-10-27,"biden","It’s go-time, folks. We’re just one week away from the most important election of our lifetimes. Tune in as we get out the vote in Atlanta, Georgia.","biden's event",13372,13000,2228,"video","en",NA
"148",2020-10-27,"biden","Two years ago, a white supremacist entered Pittsburgh’s Tree of Life Synagogue and perpetrated the deadliest anti-Semitic attack in American history. Eleven innocent lives were taken that Shabbat morning, ripped away from their families by a lone gunman taking longtime forces of bigotry and prejudice to their violent conclusion. This act of terror was not only an assault against the Jewish community of Pittsburgh — it was a strike against the soul of our nation and the values for which America stands.
Today, the pain remains. For the families of Tree of Life, New Light, and Dor Hadash, the grief will never fully subside. In the two years since, we have witnessed the courage and resilience of these congregations — responding to their most profound moment of fear and despair with purpose, compassion, and love.
When anti-Semitism is allowed to fester, it shreds the fabric of our communities and erodes our soul. We must stand up and speak out whenever and wherever it rears its head, because silence can become complicity. If we are ever to reach our full potential as a nation, we must banish hatred, bigotry, and conspiratorial fanaticism to the dustbin of history — and choose a path of dignity and respect for all people. 
On behalf of Jill, Kamala, Doug, and our families, we stand with the people of Squirrel Hill, the entire Pittsburgh community, and all Jewish Americans on this solemn anniversary. May the memories of the victims forever be a blessing.","no pictures, just post",36953,4900,3541,"post","en",NA
