posted_date,candidate,est_followers,message,observation,likes,comments,shares,media,type,link,collection_date,language
10/8/2024,harris,5400000,"Donald Trump is flat-out lying about the relief available to Americans who are suffering in the aftermath of Hurricane Helene.
It is wrong, it is dangerous, and it is preventing people from getting the help that they desperately need. 
Let me be clear: Disaster funds are being used to help Americans in need.
FEMA is reimbursing 100% of the local and state government costs. They are providing an immediate payment of $750 to folks with urgent needs, such as food, water, baby formula, medication, and other emergency supplies. Those affected may also receive additional assistance to repair their homes and find a temporary place to stay.
Many Americans are experiencing unfathomable loss because of this disaster. They need to be able to trust the information they are getting. 
Instead, as usual, Donald Trump and his allies are turning immense human suffering into a political game. It is wrong.  
Federal, state, and local governments are working together to ensure all those impacted have the resources they need to rebuild. We are in this for the long haul, not for political games.
If you or someone you know needs assistance, please visit DisasterAssistance.gov.
To the volunteers and first responders who have stepped up: Thank you. You represent the best of America.
To those who are struggling and have lost so much: We see you, and we stand with you. We will continue working to get you the help you need and deserve.",no media,3205,2527,422,no,na,https://www.disasterassistance.gov/?fbclid=IwY2xjawF5ARNleHRuA2FlbQIxMQABHSgEoqib4blcd8B7szW6EGvfC8aDLrR1S1tRgvJdWEGI74Qp9RFPtHNxtg_aem_0IDMT01VfILg3-bxfkm2-w,10/13/2024,en
10/9/2024,harris,5400000,"Your voice is your vote, and your vote is your power.
Find an early vote or ballot drop off location at: IWillVote.com/AZ.",Image of Arizona,2126,1242,178,yes,image,IWillVote.com/AZ.,10/13/2024,en
10/9/2024,harris,5400000,"American families often face difficult decisions about their loved ones’ care. 
My plan will cover home care services for seniors and those with disabilities—so parents, children, and loved ones can have peace of mind and accessible care.",image listing points of Medicare proposal for in home care,2983,1025,439,yes,image,,10/13/2024,en
10/9/2024,harris,5400000,"Federal, state, and local governments are working hand-in-hand to coordinate our approach to Hurricane Helene and ensure the impacted communities are getting the resources they need. 
We are in this for the long haul.",Video of Harris in briefing on Hurricane Helene,2332,1577,310,yes,image,,10/13/2024,en
10/9/2024,harris,5400000,Yesterday we announced a new benefit to strengthen Medicare. It will cover home care for our nation's seniors and those with disabilities - so they can live with dignity and afford care.,image,12531,2418,1997,yes,image,,10/13/2024,en
10/9/2024,harris,5400000,"To any company who would use Hurricane Milton to exploit people who are desperate for help through illegal fraud or price-gouging, whether at the gas pump, airport, hotel counter or anywhere else: you will be held accountable",image,17349,3365,2196,yes,image,,10/13/2024,en
10/9/2024,harris,5400000,Donald Trump’s Project 2025 plan will gut Social Security and Medicare.,image of Trump on Project 2025 ,3541,2590,4974,yes,image,,10/13/2024,en
10/9/2024,harris,5400000,Cheers,photos with Colbet,4185,1032,170,yes,photo,,10/13/2024,en
10/9/2024,harris,5400000,"It was great to join The View yesterday—and to our young leaders that joined us in the audience, don’t forget to give your teacher the excuse note.",photos,5093,1267,215,yes,photo,,10/13/2024,en
10/9/2024,harris,5400000,"We will rebuild, we will recover, and we will support the families, neighborhoods, and communities devastated by this tragedy.",photos of Harris visiting areas affected by Hurricane Helene,3980,1275,311,yes,photo,,10/13/2024,en
10/9/2024,harris,5400000,We will continue to do everything we can to protect the people who are in the path of this storm.,Images about Hurricane Milton,4652,2198,714,yes,photo,,10/13/2024,en
10/9/2024,harris,5400000,Here's what was on my mind during the debate.,video of interview with Colbert,5726,1809,629,yes,video,,10/13/2024,en
10/9/2024,harris,5400000,"Donald Trump thinks Vladimir Putin is his friend. 
What about the American people?",video of interview with Colbert,7583,3519,2553,yes,video,,10/13/2024,en
10/9/2024,harris,5400000,"The champagne of beers.
Thank you for having me, The Late Show with Stephen Colbert!",video of interview with Colbert,4184,2613,679,yes,video,,10/13/2024,en
10/9/2024,harris,5400000,"“What are you going to do about it?”
It’s a question my mother used to ask me whenever I saw something unfair. So when I saw the big banks cheating homeowners and drug companies overcharging for medication, I did something about it.",campaign ad,2880,1665,332,yes,video,,10/13/2024,en
10/9/2024,harris,5400000,"When I was first running for attorney general, my mother was very sick with cancer. Still, she would ask about the race. 
She believed in me—and her determination and courage shaped who I am today.",video clip of Harris and Alex Cooper,2852,1996,232,yes,video,,10/13/2024,en
10/9/2024,harris,5400000,"We have been working around the clock to prepare for Hurricane Milton and to ensure that federal, state, and local resources are being coordinated in an efficient and effective way. 
We urge you to take this storm seriously. Please listen to your local officials, and if you are told to evacuate, please do so immediately. Do not wait until it is too late.
Already, we have sent more than 1,000 federal personnel to be on the ground in Florida to assist with preparation for this hurricane, and we will continue to scale up those efforts.
We will continue to do everything we can to protect the people who are in the path of this storm. Once the storm has passed, we will be there to help folks recover and rebuild as we are continuing to do for the communities in Florida, Georgia, North and South Carolina, and across the southeast who have been devastated by Hurricane Helene.",video,3424,2040,568,yes,video,,10/13/2024,en
10/9/2024,harris,5400000,"During my visit to North Carolina, I visited a distribution center to help pack resources for those affected by Hurricane Helene. Through the destruction, we continue to see neighbors, community members, and strangers step up to help. They are the heroes among us.",video of Harris hurricane relief Helene,16209,7270,1453,yes,video,,10/13/2024,en
10/9/2024,harris,5400000,Donald Trump lacks the empathy to care about the suffering of other people—especially in a time of crisis.,video clips of inteview in the View,3202,2014,389,yes ,video,,10/13/2024,en
10/9/2024,harris,5400000,"Earlier this week, I spoke with FEMA Administrator Deanne Criswell about our Administration's preparations for Hurricane Milton, as well as some of the mis- and disinformation spreading in the wake of Hurricane Helene.
Let me be clear:
→ Many people have already received an immediate payment to help with urgent needs like food, baby formula, and other necessities.
→ As FEMA reviews your application, you may qualify for many other forms of assistance, like help with a place to stay or to repair your home.
→ This assistance does not need to be paid back.
→ The Disaster Relief Fund was appropriated by Congress for response to disasters. That is exactly how it is being used — providing relief to those that need it most in the wake of these storms.
You should not hesitate to apply for assistance if you need it.
Visit DisasterAssistance.gov, call 1-800-621-3362, or use the FEMA Federal Emergency Management Agency app.",from VP account,4191,1971,835,yes,video,,10/13/2024,en
10/9/2024,harris,5400000,"When Americans most need a leader, Donald Trump is in it for himself.
Watch our new ad:",campaign ad,2977,3122,1660,yes,video,,10/13/2024,en
10/9/2024,harris,5400000,"To those looking to jack up prices for gasoline, hotels, or flights to take advantage of people impacted by these natural disasters: know that there will be consequences.",video of Harris call to Weather Channel,5000,4900,757,yes,video,,10/13/2024,en
10/9/2024,harris,5400000,"Evacuation orders are in effect in multiple Florida counties.
If you need a safe place to go, text SHELTER and your zip code to 43362 to get a list of open shelters near you.",from VP account,2611,794,257,no,na,,10/13/2024,en
10/10/2024,harris,5400000,Donald Trump is full of lies.,image ,8200,3803,452,yes, image,,10/19/2024,en
10/10/2024,harris,5400000,"I remember being there for my mother when she was diagnosed with cancer—cooking meals for her, taking her to appointments, telling her stories to try and make her laugh. 
I have a personal experience with caregiving, so I understand the difficulty Americans have when caring for children, caring for aging parents—and for the sandwich generation, caring for both.
That’s why my economic plan will help caregivers by cutting the cost of child care and elder care—and we will give all working people access to paid leave.",video of Harris on a podium,2848,2139,384,yes, video,,10/19/2024,en
10/10/2024,harris,5400000,"Tonight, I will join Univision Noticias to answer your most pressing questions. Tune in.",image of Harris in Spanish regarding town hall with Univision,3805,1716,370,yes,image,,10/19/2024,en
10/10/2024,harris,5400000,We are doing everything in our power to help communities devastated by Hurricane Helene.,image of Harris listing relief that will be provided,3463,1194,894,yes,image,,10/19/2024,en
10/10/2024,harris,5400000,President Joe Biden and I launched 988 to provide a lifeline for those in need. You can call or text anytime to access mental health care and support. Help us spread the word.,image,6340,1576,1262,yes,image,,10/19/2024,en
